>/home/user1/code/PPIKG/method/AFTGAN/data/SYS60k.seqs.tsv
>/home/user1/code/PPIKG/method/AFTGAN/data/SYS60k.txt
4932.YDR237W	4932.YPR043W
4932.YMR194W	4932.YOL127W
4932.YGL254W	4932.YLR229C
4932.YEL020W-A	4932.YNR017W
4932.YEL037C	4932.YPR025C
4932.YDL002C	4932.YGL210W
4932.YBL038W	4932.YOR187W
4932.YDR139C	4932.YOR233W
4932.YDL229W	4932.YEL034W
4932.YDL134C	4932.YPL089C
4932.YML049C	4932.YNL175C
4932.YBR118W	4932.YMR143W
4932.YGR040W	4932.YJL024C
4932.YJR113C	4932.YOR234C
4932.YDR332W	4932.YIL021W
4932.YIL144W	4932.YPR119W
4932.YDR188W	4932.YFR019W
4932.YEL009C	4932.YNL068C
4932.YBL026W	4932.YBR133C
4932.YER095W	4932.YNL088W
4932.YKL058W	4932.YKL144C
4932.YDL030W	4932.YDL209C
4932.YHR141C	4932.YIL148W
4932.YBR028C	4932.YJR104C
4932.YBR212W	4932.YGL078C
4932.YDR043C	4932.YKR008W
4932.YGL210W	4932.YOR208W
4932.YGL070C	4932.YOR151C
4932.YHR082C	4932.YJL138C
4932.YDL191W	4932.YGR220C
4932.YFL029C	4932.YGL078C
4932.YBL063W	4932.YPR188C
4932.YDL159W	4932.YHR030C
4932.YMR061W	4932.YPL178W
4932.YFR028C	4932.YPL239W
4932.YGL242C	4932.YLR096W
4932.YLR047C	4932.YLR113W
4932.YER045C	4932.YLR399C
4932.YGR162W	4932.YOR167C
4932.YDR216W	4932.YPR119W
4932.YDR129C	4932.YLL048C
4932.YDR188W	4932.YKL073W
4932.YDR145W	4932.YOL004W
4932.YLL024C	4932.YLR466W
4932.YGR052W	4932.YHL002W
4932.YLR333C	4932.YMR194W
4932.YDR146C	4932.YPL203W
4932.YJL106W	4932.YPR119W
4932.YHR205W	4932.YPL140C
4932.YBL111C	4932.YKL078W
4932.YMR233W	4932.YPR018W
4932.YER146W	4932.YPL213W
4932.YPL213W	4932.YPL239W
4932.YBL112C	4932.YOL111C
4932.YFR028C	4932.YNL098C
4932.YDL214C	4932.YMR224C
4932.YBL087C	4932.YJL190C
4932.YHL031C	4932.YLR397C
4932.YFR031C-A	4932.YNL162W
4932.YDR004W	4932.YHR079C
4932.YEL009C	4932.YNL090W
4932.YDR098C	4932.YLR109W
4932.YMR188C	4932.YMR286W
4932.YDR099W	4932.YHR186C
4932.YEL037C	4932.YNL177C
4932.YDL113C	4932.YKR014C
4932.YLR340W	4932.YOR294W
4932.YBR191W	4932.YMR188C
4932.YKL180W	4932.YOR133W
4932.YDR394W	4932.YNL339C
4932.YJL173C	4932.YLR347C
4932.YNL090W	4932.YNL128W
4932.YBL101C	4932.YNL189W
4932.YLR043C	4932.YOR027W
4932.YBL089W	4932.YMR199W
4932.YJL105W	4932.YOR116C
4932.YBR028C	4932.YDR523C
4932.YBR146W	4932.YNL185C
4932.YFL037W	4932.YGR152C
4932.YGL019W	4932.YJL109C
4932.YGL058W	4932.YML088W
4932.YBL021C	4932.YNL330C
4932.YDR146C	4932.YNL098C
4932.YBR136W	4932.YDR092W
4932.YKL116C	4932.YKL171W
4932.YDL209C	4932.YER172C
4932.YIL112W	4932.YOR107W
4932.YKL126W	4932.YKL190W
4932.YDR146C	4932.YGR246C
4932.YBL112C	4932.YDL079C
4932.YBR048W	4932.YDL075W
4932.YGR232W	4932.YKL198C
4932.YBL063W	4932.YDR373W
4932.YEL022W	4932.YOR094W
4932.YAL040C	4932.YBL021C
4932.YHR082C	4932.YKR001C
4932.YML065W	4932.YNL261W
4932.YNR003C	4932.YPR187W
4932.YGL141W	4932.YNL021W
4932.YAR042W	4932.YBR079C
4932.YEL061C	4932.YPL038W
4932.YDR264C	4932.YEL030W
4932.YAL048C	4932.YOR284W
4932.YER133W	4932.YFR028C
4932.YKL173W	4932.YMR128W
4932.YBR066C	4932.YJL194W
4932.YBL023C	4932.YHR099W
4932.YDR177W	4932.YDR390C
4932.YDL064W	4932.YPR093C
4932.YGR167W	4932.YKL203C
4932.YLR340W	4932.YNL069C
4932.YMR136W	4932.YOR384W
4932.YCR018C	4932.YLR131C
4932.YGL147C	4932.YGR296W
4932.YHR005C	4932.YLR375W
4932.YBL052C	4932.YOR064C
4932.YGR252W	4932.YOR295W
4932.YBR081C	4932.YGR232W
4932.YJL073W	4932.YLL024C
4932.YDR216W	4932.YOR353C
4932.YIL044C	4932.YNL106C
4932.YBL023C	4932.YLR210W
4932.YDR054C	4932.YHR166C
4932.YDR447C	4932.YHL033C
4932.YER075C	4932.YKL198C
4932.YDL230W	4932.YHR099W
4932.YLL036C	4932.YML049C
4932.YMR037C	4932.YPR104C
4932.YGR123C	4932.YLR086W
4932.YGR118W	4932.YMR194W
4932.YCR038C	4932.YPR015C
4932.YHR042W	4932.YLR113W
4932.YCR051W	4932.YDR523C
4932.YNL304W	4932.YOL065C
4932.YER075C	4932.YIL005W
4932.YCR065W	4932.YER024W
4932.YER040W	4932.YMR033W
4932.YDR064W	4932.YPL220W
4932.YEL050C	4932.YLR466W
4932.YDR054C	4932.YIL074C
4932.YJL190C	4932.YLR009W
4932.YBR103W	4932.YKL022C
4932.YHR030C	4932.YML001W
4932.YER061C	4932.YKL192C
4932.YEL026W	4932.YER172C
4932.YDR432W	4932.YPR107C
4932.YEL032W	4932.YMR048W
4932.YGR056W	4932.YPL031C
4932.YBR088C	4932.YJR068W
4932.YIL045W	4932.YPL026C
4932.YAL017W	4932.YBR136W
4932.YKL092C	4932.YNL090W
4932.YFR019W	4932.YJL008C
4932.YDL084W	4932.YJR059W
4932.YML073C	4932.YOR096W
4932.YEL039C	4932.YOR065W
4932.YBR155W	4932.YPR141C
4932.YDR460W	4932.YMR304W
4932.YBR189W	4932.YGR027C
4932.YIL133C	4932.YPL198W
4932.YER130C	4932.YOR061W
4932.Q0130	4932.YDL004W
4932.YHR129C	4932.YOL081W
4932.YCR052W	4932.YER045C
4932.YKL010C	4932.YPR093C
4932.YML117W	4932.YOR159C
4932.YDR225W	4932.YDR334W
4932.YFL037W	4932.YPL204W
4932.YLR375W	4932.YOR233W
4932.YCR051W	4932.YPL141C
4932.YJR097W	4932.YOR232W
4932.YDR088C	4932.YER172C
4932.YJL197W	4932.YKL010C
4932.YER111C	4932.YPL203W
4932.YKL062W	4932.YKL079W
4932.YGR118W	4932.YLR378C
4932.YBL027W	4932.YGL189C
4932.YBR169C	4932.YDL225W
4932.YDL155W	4932.YKL010C
4932.YBR082C	4932.YGL097W
4932.YGL059W	4932.YLR006C
4932.YDR264C	4932.YOR288C
4932.YER122C	4932.YOL163W
4932.YNL312W	4932.YOR207C
4932.YAR042W	4932.YPR022C
4932.YJR005W	4932.YKL135C
4932.YDR427W	4932.YPR120C
4932.YDR486C	4932.YMR077C
4932.YIL118W	4932.YPL239W
4932.YAR007C	4932.YDR416W
4932.YJR036C	4932.YNL330C
4932.YGR278W	4932.YMR240C
4932.YGL030W	4932.YOL023W
4932.YKR090W	4932.YOR141C
4932.YEL037C	4932.YEL054C
4932.YLL036C	4932.YLR275W
4932.YDL056W	4932.YNL182C
4932.YDR385W	4932.YEL037C
4932.YDL234C	4932.YPR165W
4932.YJR036C	4932.YLR210W
4932.YOR362C	4932.YPL239W
4932.YFL066C	4932.YNL307C
4932.YBR198C	4932.YKR008W
4932.YDR088C	4932.YLR419W
4932.YHR023W	4932.YPL151C
4932.YDL202W	4932.YHL001W
4932.YDR153C	4932.YOR233W
4932.YBL072C	4932.YLR009W
4932.YPL090C	4932.YPL283C
4932.YGR040W	4932.YMR139W
4932.YBR010W	4932.YIL131C
4932.YOR207C	4932.YPR010C
4932.YMR068W	4932.YNL217W
4932.YGL254W	4932.YGR003W
4932.YIL051C	4932.YIL147C
4932.YGL141W	4932.YGL242C
4932.YLR185W	4932.YOR369C
4932.YAL035W	4932.YJR094W-A
4932.YDR388W	4932.YFR024C-A
4932.YBR136W	4932.YMR142C
4932.YDR021W	4932.YLR116W
4932.YDR348C	4932.YNL243W
4932.YDL213C	4932.YER146W
4932.YDL047W	4932.YFL039C
4932.YDR012W	4932.YGL135W
4932.YBR160W	4932.YML065W
4932.YKR094C	4932.YNL177C
4932.YBR048W	4932.YOL023W
4932.YFL034C-A	4932.YNR036C
4932.YKL195W	4932.YKR016W
4932.YDL070W	4932.YIR013C
4932.YGL103W	4932.YMR080C
4932.YKR008W	4932.YMR288W
4932.YPL239W	4932.YPR013C
4932.YLR167W	4932.YOR207C
4932.YFL017W-A	4932.YML117W
4932.YMR304W	4932.YPL122C
4932.YNR037C	4932.YOR293W
4932.YIR004W	4932.YKL073W
4932.YBR160W	4932.YPR111W
4932.YDR041W	4932.YPL237W
4932.YHR076W	4932.YOR212W
4932.YCR047C	4932.YPR047W
4932.YJL210W	4932.YLR191W
4932.YBR123C	4932.YDL150W
4932.YER105C	4932.YMR125W
4932.YKL042W	4932.YLR045C
4932.YKL129C	4932.YOR101W
4932.YKL060C	4932.YMR055C
4932.YDR139C	4932.YOR063W
4932.YBR008C	4932.YIL118W
4932.YLR113W	4932.YLR357W
4932.YBL072C	4932.YFR032C-A
4932.YNL128W	4932.YPR034W
4932.YKL002W	4932.YPR173C
4932.YER126C	4932.YLL008W
4932.YDR386W	4932.YMR137C
4932.YDR140W	4932.YNR046W
4932.YKL193C	4932.YNL288W
4932.YJL020C	4932.YML010W
4932.YNL128W	4932.YPL031C
4932.YBR079C	4932.YJR113C
4932.YER173W	4932.YPL153C
4932.YKL171W	4932.YMR037C
4932.YDR146C	4932.YNR016C
4932.YOR217W	4932.YOR304W
4932.YDR447C	4932.YOR234C
4932.YER177W	4932.YGL216W
4932.YKR082W	4932.YMR124W
4932.YBR137W	4932.YOR164C
4932.YMR116C	4932.YPR189W
4932.YIL133C	4932.YNL081C
4932.YER068W	4932.YPL037C
4932.YDL130W	4932.YLR061W
4932.YBR288C	4932.YGR261C
4932.YLR196W	4932.YOR326W
4932.YHR165C	4932.YOR308C
4932.YBR088C	4932.YLL036C
4932.YGR108W	4932.YPL086C
4932.YIL021W	4932.YNL312W
4932.YLR316C	4932.YNL129W
4932.YDL056W	4932.YIL118W
4932.YJL140W	4932.YJR068W
4932.YDR092W	4932.YHR119W
4932.YJL056C	4932.YLR130C
4932.YPL022W	4932.YPR056W
4932.YLR333C	4932.YNL177C
4932.YDL021W	4932.YDL090C
4932.YOL120C	4932.YPR043W
4932.YGR220C	4932.YPR132W
4932.YGL210W	4932.YPL150W
4932.YGL002W	4932.YPL010W
4932.YHL027W	4932.YJL047C
4932.YCL024W	4932.YIL013C
4932.YMR230W	4932.YOL121C
4932.YIL131C	4932.YPL031C
4932.YDL235C	4932.YIL042C
4932.YOR210W	4932.YPR187W
4932.YOR036W	4932.YPL240C
4932.YGL133W	4932.YMR070W
4932.YAR007C	4932.YFL029C
4932.YKL209C	4932.YPL216W
4932.YER048C	4932.YFR019W
4932.YJL204C	4932.YNL090W
4932.YHR030C	4932.YJR036C
4932.YGR232W	4932.YPR015C
4932.YBL092W	4932.YDR382W
4932.YKR094C	4932.YOR244W
4932.YKR084C	4932.YLR029C
4932.YCR003W	4932.YDR462W
4932.YCR060W	4932.YNL064C
4932.YER111C	4932.YPR022C
4932.YDL208W	4932.YDR378C
4932.YBL005W-A	4932.YNL284C-A
4932.YGL058W	4932.YML068W
4932.YER040W	4932.YER045C
4932.YGL087C	4932.YLR306W
4932.YER056C-A	4932.YPL198W
4932.YBR079C	4932.YHR015W
4932.YBR189W	4932.YKL099C
4932.YDR174W	4932.YER028C
4932.YPL210C	4932.YPR088C
4932.YAL035W	4932.YLR325C
4932.YBR025C	4932.YNL002C
4932.YLR009W	4932.YNL112W
4932.YBR008C	4932.YPL249C
4932.YNL137C	4932.YOR150W
4932.YDR502C	4932.YGL035C
4932.YDL140C	4932.YPR052C
4932.YDL079C	4932.YML133C
4932.YOR341W	4932.YPL165C
4932.YDL064W	4932.YIL131C
4932.YER031C	4932.YOR134W
4932.YMR037C	4932.YNL068C
4932.YDR405W	4932.YGR118W
4932.YCL024W	4932.YGL206C
4932.YCR031C	4932.YJR123W
4932.YDL192W	4932.YLR170C
4932.YBR212W	4932.YOR098C
4932.YIL131C	4932.YPR200C
4932.YDR473C	4932.YML117W
4932.YCR024C	4932.YPL104W
4932.YJL056C	4932.YPL089C
4932.YLR013W	4932.YPL165C
4932.YKL012W	4932.YMR290C
4932.YML024W	4932.YMR146C
4932.YHR048W	4932.YLL048C
4932.YDR139C	4932.YNL112W
4932.YIL001W	4932.YPL021W
4932.YBL038W	4932.YLR167W
4932.YDR212W	4932.YPL106C
4932.YOL122C	4932.YPR013C
4932.YDL082W	4932.YLR448W
4932.YDR092W	4932.YHR076W
4932.YDR164C	4932.YMR183C
4932.YGL123W	4932.YNR036C
4932.YOR212W	4932.YPL268W
4932.YKL193C	4932.YPL239W
4932.YBR208C	4932.YMR182C
4932.YBL038W	4932.YPL183W-A
4932.YGR118W	4932.YNL067W
4932.YGL254W	4932.YOR353C
4932.YBR146W	4932.YDR021W
4932.YFR028C	4932.YLR229C
4932.YBR114W	4932.YCR018C
4932.YBL038W	4932.YHR010W
4932.YNL175C	4932.YOR288C
4932.YBR107C	4932.YGL093W
4932.YLR107W	4932.YMR037C
4932.YDL048C	4932.YLR321C
4932.YAL029C	4932.YMR033W
4932.YER056C-A	4932.YNL069C
4932.YGR214W	4932.YJL191W
4932.YJL074C	4932.YPL235W
4932.YDL048C	4932.YNL189W
4932.YDR172W	4932.YDR188W
4932.YGL059W	4932.YMR104C
4932.YKR094C	4932.YNL069C
4932.YBR189W	4932.YER025W
4932.YFR028C	4932.YPL165C
4932.YDR311W	4932.YOR217W
4932.YDR416W	4932.YLR116W
4932.YIL068C	4932.YPR192W
4932.YFL039C	4932.YML001W
4932.YBR217W	4932.YOR275C
4932.YJR127C	4932.YMR161W
4932.YGR028W	4932.YOR117W
4932.YCL034W	4932.YOR101W
4932.YGL129C	4932.YHL004W
4932.YDR500C	4932.YEL054C
4932.YHR161C	4932.YNL325C
4932.YML124C	4932.YNL098C
4932.YDL192W	4932.YLR240W
4932.YJR001W	4932.YPL256C
4932.YFR016C	4932.YPR013C
4932.YAL043C	4932.YPR107C
4932.YGR010W	4932.YNR058W
4932.YKL073W	4932.YNL180C
4932.YJR112W	4932.YOR191W
4932.YDL081C	4932.YIL133C
4932.YHR099W	4932.YPL120W
4932.YGR276C	4932.YJR127C
4932.YDR432W	4932.YPL184C
4932.YGR188C	4932.YMR117C
4932.YHR079C	4932.YOR257W
4932.YLL008W	4932.YMR242C
4932.YDR225W	4932.YNL167C
4932.YKL196C	4932.YLL028W
4932.YHL027W	4932.YMR213W
4932.YLR272C	4932.YPR141C
4932.YER008C	4932.YKR055W
4932.YCR065W	4932.YIL084C
4932.YJL189W	4932.YNL067W
4932.YKL198C	4932.YLL066C
4932.YHR019C	4932.YLL060C
4932.YGR034W	4932.YNL306W
4932.YDL202W	4932.YDR139C
4932.YBR060C	4932.YBR202W
4932.YGR261C	4932.YOL062C
4932.YLL039C	4932.YLR466W
4932.YAL032C	4932.YGR278W
4932.YDR064W	4932.YNL067W
4932.YGR095C	4932.YJR094W-A
4932.YLR117C	4932.YPR182W
4932.YDR283C	4932.YMR186W
4932.YDL188C	4932.YPR040W
4932.Q0130	4932.YIL022W
4932.YAL017W	4932.YOL113W
4932.YDR518W	4932.YIL066C
4932.YDR041W	4932.YDR382W
4932.YCR084C	4932.YPL046C
4932.YIL053W	4932.YLR209C
4932.YKL180W	4932.YMR143W
4932.YHR092C	4932.YKL221W
4932.YDR172W	4932.YOL041C
4932.YPL184C	4932.YPR080W
4932.YDR469W	4932.YHR207C
4932.YJL050W	4932.YNL251C
4932.YGR270W	4932.YOR208W
4932.YFR031C-A	4932.YMR121C
4932.YJL047C	4932.YPL003W
4932.YDR347W	4932.YNL137C
4932.YJR125C	4932.YNL084C
4932.YOL121C	4932.YPL249C-A
4932.YCR052W	4932.YLR357W
4932.YAL017W	4932.YNL116W
4932.YOL113W	4932.YPR165W
4932.YHL001W	4932.YPL081W
4932.YCR008W	4932.YLR240W
4932.YER190W	4932.YLR116W
4932.YNR016C	4932.YPL141C
4932.YNL189W	4932.YPL175W
4932.YBR233W	4932.YLR113W
4932.YDR097C	4932.YML032C
4932.YGL120C	4932.YOR001W
4932.YIL113W	4932.YLR229C
4932.YDR116C	4932.YMR158W
4932.YLR240W	4932.YNL325C
4932.YDR122W	4932.YER177W
4932.YDR216W	4932.YER051W
4932.YDL130W	4932.YDR064W
4932.YER040W	4932.YMR042W
4932.YBR252W	4932.YEL054C
4932.YAL029C	4932.YDR129C
4932.YDR196C	4932.YNL088W
4932.YKL074C	4932.YOR308C
4932.YCL024W	4932.YDL214C
4932.YGR052W	4932.YLR240W
4932.YLR167W	4932.YPR015C
4932.YGR199W	4932.YJR075W
4932.YDL056W	4932.YMR037C
4932.YDR361C	4932.YKL180W
4932.YDR059C	4932.YJL112W
4932.YML057W	4932.YNL187W
4932.YBR136W	4932.YDR247W
4932.YCL024W	4932.YML121W
4932.YBL105C	4932.YPR013C
4932.YDR164C	4932.YOR036W
4932.YER120W	4932.YIL090W
4932.YBR229C	4932.YPR022C
4932.YDL055C	4932.YPL237W
4932.YBR049C	4932.YGR040W
4932.YKL180W	4932.YNL301C
4932.YDR280W	4932.YGL171W
4932.YDL007W	4932.YPL031C
4932.YDR418W	4932.YOL039W
4932.YGL135W	4932.YPL283C
4932.YBR146W	4932.YLR448W
4932.YIL094C	4932.YPL017C
4932.YDR283C	4932.YGR167W
4932.YCR027C	4932.YLR078C
4932.YKR014C	4932.YPR165W
4932.YIL062C	4932.YLR370C
4932.YCR051W	4932.YKL129C
4932.YBR189W	4932.YDL083C
4932.YER125W	4932.YKL161C
4932.YGR003W	4932.YHL027W
4932.YGR234W	4932.YLL013C
4932.YDR135C	4932.YPR104C
4932.YAL017W	4932.YGR003W
4932.YGR056W	4932.YOR151C
4932.YER111C	4932.YMR072W
4932.YGR186W	4932.YJR127C
4932.YJL168C	4932.YKR094C
4932.YGR261C	4932.YHR098C
4932.YAL021C	4932.YMR288W
4932.YKL009W	4932.YNR053C
4932.YBR221C	4932.YFL018C
4932.YER029C	4932.YER112W
4932.YLR305C	4932.YMR186W
4932.YDL140C	4932.YEL018W
4932.YDR335W	4932.YER169W
4932.YER131W	4932.YNL069C
4932.YDR471W	4932.YHR147C
4932.YHR147C	4932.YPL283C
4932.YER031C	4932.YHR099W
4932.YBR084C-A	4932.YDL208W
4932.YDR311W	4932.YML098W
4932.YDL143W	4932.YOR353C
4932.YDR064W	4932.YMR121C
4932.YNL178W	4932.YPL178W
4932.YGR083C	4932.YNL265C
4932.YDR517W	4932.YGR040W
4932.YBL103C	4932.YPL026C
4932.YBR103W	4932.YBR112C
4932.YLL039C	4932.YOR101W
4932.YMR142C	4932.YNL185C
4932.YIL021W	4932.YOL094C
4932.YJL033W	4932.YLR399C
4932.YOL034W	4932.YPL106C
4932.YJR094W-A	4932.YNL302C
4932.YIL036W	4932.YLR182W
4932.YER172C	4932.YLR197W
4932.YDR192C	4932.YLR335W
4932.YCL024W	4932.YLR337C
4932.YCR031C	4932.YGL049C
4932.YCR079W	4932.YJL141C
4932.YAL021C	4932.YPL204W
4932.YBL092W	4932.YPR102C
4932.YER117W	4932.YMR276W
4932.YOR113W	4932.YPL213W
4932.YBL040C	4932.YLR229C
4932.YDR026C	4932.YMR288W
4932.YJL033W	4932.YMR213W
4932.YDR253C	4932.YPL203W
4932.YDL240W	4932.YMR154C
4932.YDL208W	4932.YGR091W
4932.YAR042W	4932.YPL150W
4932.YER148W	4932.YGR056W
4932.YGR044C	4932.YNL098C
4932.YDR382W	4932.YLR325C
4932.YHR084W	4932.YJR065C
4932.YBR088C	4932.YDL064W
4932.YER095W	4932.YIL112W
4932.YJL031C	4932.YOR370C
4932.YBL100W-A	4932.YJR026W
4932.YLR455W	4932.YOR064C
4932.YJL033W	4932.YKL074C
4932.YMR188C	4932.YOR076C
4932.YBR193C	4932.YHR114W
4932.YJR065C	4932.YLR305C
4932.YHL004W	4932.YLR325C
4932.YDL140C	4932.YDR311W
4932.YDR146C	4932.YPL140C
4932.YDR473C	4932.YGL251C
4932.YHR108W	4932.YNL106C
4932.YLR180W	4932.YLR375W
4932.YDR059C	4932.YER095W
4932.YER130C	4932.YKL079W
4932.YGR032W	4932.YNL180C
4932.YDL083C	4932.YHL033C
4932.YML064C	4932.YNL053W
4932.YGL035C	4932.YOR233W
4932.YAL032C	4932.YBL111C
4932.YDR224C	4932.YFR028C
4932.YKR055W	4932.YPL259C
4932.YDL130W	4932.YDR139C
4932.YDR237W	4932.YML009C
4932.YDR457W	4932.YMR104C
4932.YDR450W	4932.YPL079W
4932.YDL029W	4932.YHR099W
4932.YEL026W	4932.YOR319W
4932.YAL030W	4932.YIL121W
4932.YBR152W	4932.YHR165C
4932.YDR247W	4932.YPL106C
4932.YDR448W	4932.YGR274C
4932.YLL046C	4932.YML117W
4932.YDR263C	4932.YER095W
4932.YER122C	4932.YOR233W
4932.YER045C	4932.YKR055W
4932.YHR165C	4932.YNR011C
4932.YAL030W	4932.YBR220C
4932.YLL026W	4932.YNL088W
4932.YER023W	4932.YOR133W
4932.YGL106W	4932.YJL057C
4932.YGR152C	4932.YPL204W
4932.YBL111C	4932.YJR059W
4932.YDR155C	4932.YOR224C
4932.YDL191W	4932.YNL002C
4932.YKL194C	4932.YLR048W
4932.YER165W	4932.YPL178W
4932.YBR251W	4932.YMR242C
4932.YOR141C	4932.YPR022C
4932.YGR252W	4932.YKL062W
4932.YAL041W	4932.YCR057C
4932.YEL022W	4932.YNL304W
4932.YFL029C	4932.YKL171W
4932.YDR119W-A	4932.YHR001W-A
4932.YDL137W	4932.YGR123C
4932.YDL059C	4932.YDL064W
4932.YGL242C	4932.YPR054W
4932.YGR052W	4932.YKR099W
4932.YMR073C	4932.YOR037W
4932.YCR031C	4932.YHL015W
4932.YHR148W	4932.YOL040C
4932.YBR049C	4932.YJR059W
4932.YHR023W	4932.YJL085W
4932.YDR131C	4932.YJR090C
4932.YOR351C	4932.YPR052C
4932.YJR059W	4932.YPL038W
4932.YBL027W	4932.YDL083C
4932.YDR190C	4932.YLR182W
4932.YER028C	4932.YHR128W
4932.YBR119W	4932.YPL150W
4932.YBL038W	4932.YDL081C
4932.YLR048W	4932.YPL183W-A
4932.YGR040W	4932.YOL041C
4932.YDR174W	4932.YOL128C
4932.YER165W	4932.YKR084C
4932.YAL021C	4932.YOR089C
4932.YER117W	4932.YOR182C
4932.YDL159W	4932.YFL029C
4932.YNL068C	4932.YPL203W
4932.YBR031W	4932.YDL130W
4932.YDR189W	4932.YGR270W
4932.YLR045C	4932.YPL146C
4932.YDR500C	4932.YEL037C
4932.YBL072C	4932.YNL178W
4932.YDR337W	4932.YNL096C
4932.YDL070W	4932.YDR092W
4932.YER133W	4932.YIL033C
4932.YDR235W	4932.YPL230W
4932.YER146W	4932.YOR353C
4932.YGL035C	4932.YMR136W
4932.YAR015W	4932.YDR408C
4932.YBL069W	4932.YGL008C
4932.YDR064W	4932.YLR029C
4932.YAL029C	4932.YIL062C
4932.YGR108W	4932.YPR162C
4932.YER075C	4932.YIL118W
4932.YOR064C	4932.YOR244W
4932.YDR253C	4932.YOR101W
4932.YHR052W	4932.YNR053C
4932.YLR131C	4932.YOR341W
4932.YKR001C	4932.YLR206W
4932.YDL028C	4932.YJR089W
4932.YDR432W	4932.YLR043C
4932.YAL011W	4932.YLR085C
4932.YBR234C	4932.YDR406W
4932.YJR121W	4932.YPL091W
4932.YFL029C	4932.YLR096W
4932.YER031C	4932.YOL002C
4932.YDR406W	4932.YKL188C
4932.YDL043C	4932.YGL120C
4932.YBR191W	4932.YER131W
4932.YBR191W	4932.YLL039C
4932.YLR229C	4932.YOR122C
4932.YMR001C	4932.YPL153C
4932.YKL078W	4932.YKR059W
4932.YER045C	4932.YKL193C
4932.YHR143W-A	4932.YIL021W
4932.YER031C	4932.YLR214W
4932.YER165W	4932.YKL068W
4932.YER109C	4932.YMR164C
4932.YGL030W	4932.YLR029C
4932.YBR191W	4932.YDR237W
4932.YBR164C	4932.YNL304W
4932.YDR145W	4932.YER171W
4932.YDR146C	4932.YEL056W
4932.YGL103W	4932.YNL081C
4932.YKL002W	4932.YLR025W
4932.YBL106C	4932.YKL117W
4932.YDL079C	4932.YIR026C
4932.YLR044C	4932.YOR386W
4932.YER130C	4932.YKR055W
4932.YDR335W	4932.YOR014W
4932.YDR471W	4932.YHR021C
4932.YDL082W	4932.YOL111C
4932.YBR169C	4932.YDL229W
4932.YGL076C	4932.YLR432W
4932.YAL017W	4932.YKR008W
4932.YGL120C	4932.YPL119C
4932.YLR229C	4932.YPL031C
4932.YDR253C	4932.YNR012W
4932.YLR016C	4932.YLR357W
4932.YCL004W	4932.YPL141C
4932.YLR448W	4932.YMR230W
4932.YML015C	4932.YPL216W
4932.YLR029C	4932.YNL002C
4932.YLR240W	4932.YOR213C
4932.YGR218W	4932.YKR090W
4932.YDL005C	4932.YFR031C-A
4932.YDL061C	4932.YDL081C
4932.YHR102W	4932.YPL150W
4932.YPL204W	4932.YPL240C
4932.YAL058W	4932.YIL120W
4932.YJL033W	4932.YNL307C
4932.YDR518W	4932.YLR354C
4932.YLL067C	4932.YPL106C
4932.YDR404C	4932.YMR277W
4932.YLR185W	4932.YMR142C
4932.YDL061C	4932.YMR230W
4932.YBR028C	4932.YMR186W
4932.YDR064W	4932.YHL033C
4932.YHR030C	4932.YNL180C
4932.YEL037C	4932.YOR063W
4932.YER095W	4932.YJL092W
4932.YKR001C	4932.YKR014C
4932.YGR209C	4932.YKL148C
4932.YGL216W	4932.YGL254W
4932.YDR378C	4932.YLL045C
4932.YKL006W	4932.YMR194W
4932.YDR176W	4932.YGR252W
4932.YEL054C	4932.YHR147C
4932.YDR235W	4932.YJL013C
4932.YCL031C	4932.YDL148C
4932.YIL118W	4932.YPL204W
4932.YDL188C	4932.YLR229C
4932.YDR457W	4932.YIL001W
4932.YDL229W	4932.YOR396W
4932.YKL196C	4932.YPR165W
4932.YGL103W	4932.YKR057W
4932.YBR109C	4932.YGL158W
4932.YMR182C	4932.YOL080C
4932.YEL030W	4932.YFR031C
4932.YPL048W	4932.YPR033C
4932.YGR044C	4932.YLR399C
4932.YBR219C	4932.YNL045W
4932.YBL072C	4932.YIL069C
4932.YLR264W	4932.YPR043W
4932.YKL113C	4932.YOR207C
4932.YLR212C	4932.YOR353C
4932.YER126C	4932.YJL177W
4932.YHR128W	4932.YIL131C
4932.YER056C-A	4932.YJR123W
4932.YCL067C	4932.YEL056W
4932.YBR028C	4932.YOL162W
4932.YBR189W	4932.YLL045C
4932.YMR033W	4932.YOL004W
4932.YDL070W	4932.YOR180C
4932.YLR333C	4932.YOR369C
4932.YGR165W	4932.YMR188C
4932.YBR219C	4932.YDL192W
4932.YDL132W	4932.YIL021W
4932.YLR287C-A	4932.YOR063W
4932.YBL105C	4932.YPL249C
4932.YGL210W	4932.YLL024C
4932.YNR012W	4932.YOR014W
4932.YGL078C	4932.YJL034W
4932.YGR167W	4932.YLL001W
4932.YHR128W	4932.YKL198C
4932.YGL210W	4932.YLR166C
4932.YBR160W	4932.YJL097W
4932.YGL078C	4932.YLR344W
4932.YJL127C	4932.YOR038C
4932.YJR094W-A	4932.YLR388W
4932.YBR212W	4932.YDR381W
4932.YOR304W	4932.YPL022W
4932.YDR382W	4932.YJL189W
4932.YMR240C	4932.YOR151C
4932.YPL167C	4932.YPR019W
4932.YML064C	4932.YOR381W
4932.YDL093W	4932.YDR307W
4932.YBR186W	4932.YMR186W
4932.YLL045C	4932.YLR441C
4932.YJR059W	4932.YOR257W
