>/home/user1/code/PPIKG/method/AFTGAN/data/SYS60k.seqs.tsv
>/home/user1/code/PPIKG/method/AFTGAN/data/SYS60k.txt
4932.YFR030W	4932.YHL027W
4932.YMR230W	4932.YPL090C
4932.YFR032C-A	4932.YKL009W
4932.YGL031C	4932.YGR214W
4932.YDR212W	4932.YJL014W
4932.YDR264C	4932.YMR001C
4932.YBL088C	4932.YER041W
4932.YKL092C	4932.YKR055W
4932.YGR214W	4932.YLR406C
4932.YCR063W	4932.YDL043C
4932.YBR189W	4932.YNL067W
4932.YDR322W	4932.YNL284C
4932.YLL039C	4932.YMR001C
4932.YNL090W	4932.YNL307C
4932.YBR043C	4932.YPL232W
4932.YHR098C	4932.YLR026C
4932.YKR008W	4932.YNR023W
4932.YHR084W	4932.YKL126W
4932.YFR028C	4932.YOL113W
4932.YCR003W	4932.YDR041W
4932.YJL134W	4932.YMR165C
4932.YDL029W	4932.YOR304W
4932.YMR188C	4932.YPL249C-A
4932.YLR061W	4932.YOR150W
4932.YML063W	4932.YPR041W
4932.YDL101C	4932.YDR436W
4932.YAL005C	4932.YLR466W
4932.YHR207C	4932.YNL021W
4932.YIL016W	4932.YLR342W
4932.YCL068C	4932.YER169W
4932.YDR293C	4932.YJR104C
4932.YHR082C	4932.YLL024C
4932.YDL075W	4932.YOR234C
4932.YKR008W	4932.YOR269W
4932.YAL038W	4932.YHR128W
4932.YDL064W	4932.YOL012C
4932.YGL206C	4932.YNL106C
4932.YML069W	4932.YOL005C
4932.YDL056W	4932.YDL192W
4932.YBR202W	4932.YJL194W
4932.YEL009C	4932.YOL058W
4932.YCR060W	4932.YNL172W
4932.YBL063W	4932.YDR129C
4932.YBR093C	4932.YOR290C
4932.YDR450W	4932.YNL162W
4932.YAL024C	4932.YDL048C
4932.YBR084C-A	4932.YHL001W
4932.YAL019W	4932.YDL070W
4932.YDR069C	4932.YER144C
4932.YKR059W	4932.YLR442C
4932.YBR081C	4932.YCR051W
4932.YFR031C	4932.YGL003C
4932.YIL004C	4932.YKL006C-A
4932.YDL229W	4932.YGL106W
4932.YMR128W	4932.YOL142W
4932.YJL005W	4932.YMR199W
4932.YLR447C	4932.YPR149W
4932.YGL070C	4932.YML015C
4932.YDR385W	4932.YIL069C
4932.YDR386W	4932.YGR108W
4932.YBR236C	4932.YPR187W
4932.YOL120C	4932.YOR150W
4932.YKL127W	4932.YLR354C
4932.YGR044C	4932.YMR139W
4932.YDL002C	4932.YKL067W
4932.YDR218C	4932.YOR101W
4932.YJR064W	4932.YOR171C
4932.YAL016W	4932.YDR075W
4932.YHR048W	4932.YNL045W
4932.YGL087C	4932.YOR156C
4932.YCR027C	4932.YER177W
4932.YBR031W	4932.YLL039C
4932.YDR253C	4932.YKR029C
4932.YDL004W	4932.YJR121W
4932.YOR039W	4932.YPR015C
4932.YKR094C	4932.YLR325C
4932.YKR084C	4932.YPL184C
4932.YGL240W	4932.YOR007C
4932.YLR033W	4932.YML127W
4932.YMR125W	4932.YOL005C
4932.YLR347C	4932.YOR098C
4932.YJL190C	4932.YLR175W
4932.YHR005C	4932.YKL161C
4932.YGR052W	4932.YKR090W
4932.YER103W	4932.YJL005W
4932.YDL188C	4932.YJR065C
4932.YEL037C	4932.YPR015C
4932.YDL075W	4932.YOR167C
4932.YER028C	4932.YGL163C
4932.YLR209C	4932.YMR161W
4932.YBR221C	4932.YDR069C
4932.YER040W	4932.YGL160W
4932.YCR027C	4932.YMR037C
4932.YGR233C	4932.YKR090W
4932.YGR108W	4932.YML092C
4932.YDR052C	4932.YLR274W
4932.YGL254W	4932.YPR048W
4932.YBL063W	4932.YKL062W
4932.YDL042C	4932.YLR399C
4932.YDR263C	4932.YLR430W
4932.YBL087C	4932.YLR029C
4932.YGR186W	4932.YHR129C
4932.YHR050W	4932.YPL038W
4932.YGR203W	4932.YHR086W
4932.YCR005C	4932.YPL256C
4932.YML063W	4932.YNR037C
4932.YBL063W	4932.YGL242C
4932.YDR002W	4932.YKR082W
4932.YGL254W	4932.YLL048C
4932.YER131W	4932.YIL133C
4932.YKL220C	4932.YPL021W
4932.YMR256C	4932.YOR065W
4932.YLR048W	4932.YLR069C
4932.YJL141C	4932.YNL180C
4932.YLR113W	4932.YNL012W
4932.YGL129C	4932.YJR101W
4932.YHR161C	4932.YKL135C
4932.YGR281W	4932.YJL005W
4932.YAL007C	4932.YAR002C-A
4932.YNL217W	4932.YOL128C
4932.YIL001W	4932.YPR108W
4932.YDL191W	4932.YIL133C
4932.YDR092W	4932.YGR109C
4932.YDR099W	4932.YPR165W
4932.YFL024C	4932.YKL062W
4932.YDR212W	4932.YOR108W
4932.YKR058W	4932.YPR160W
4932.YJL005W	4932.YNL209W
4932.YML078W	4932.YPL151C
4932.YBR082C	4932.YPL239W
4932.YDR263C	4932.YJR066W
4932.YJR094W-A	4932.YOR234C
4932.YCR008W	4932.YNL217W
4932.YER111C	4932.YGL194C
4932.YLR274W	4932.YLR383W
4932.YHR064C	4932.YMR214W
4932.YCR083W	4932.YNL209W
4932.YJR059W	4932.YNL192W
4932.YLL039C	4932.YNL053W
4932.YDR253C	4932.YJR059W
4932.YGR040W	4932.YLR167W
4932.YDL047W	4932.YKL171W
4932.YFR019W	4932.YKL060C
4932.YMR213W	4932.YPL021W
4932.YKL157W	4932.YLR268W
4932.YHR050W	4932.YOR113W
4932.YHR021C	4932.YKL006W
4932.YMR186W	4932.YNL180C
4932.YKL170W	4932.YPL220W
4932.YHR169W	4932.YOL010W
4932.YGR118W	4932.YLR061W
4932.YDL130W	4932.YOR369C
4932.YGR232W	4932.YPR048W
4932.YDR118W	4932.YPL031C
4932.YNL112W	4932.YOL139C
4932.YAL017W	4932.YDR144C
4932.YBR043C	4932.YKL196C
4932.YCR031C	4932.YDR172W
4932.YBL034C	4932.YDL003W
4932.YBR119W	4932.YKL017C
4932.YGR063C	4932.YKL139W
4932.YGR118W	4932.YNL177C
4932.YMR290C	4932.YNL069C
4932.YBR221C	4932.YPR152C
4932.YER013W	4932.YLL066C
4932.YGR214W	4932.YHL033C
4932.YDL192W	4932.YKL079W
4932.YLR441C	4932.YMR286W
4932.YGR258C	4932.YOR304W
4932.YAL040C	4932.YLR182W
4932.YER146W	4932.YJL203W
4932.YGR085C	4932.YOL120C
4932.YKL126W	4932.YPR031W
4932.YCR084C	4932.YDR397C
4932.YGL076C	4932.YLR048W
4932.YJL187C	4932.YKR099W
4932.YCL024W	4932.YPL283C
4932.YDL192W	4932.YPR029C
4932.YMR104C	4932.YOL113W
4932.YMR240C	4932.YPR187W
4932.YDR096W	4932.YMR043W
4932.YGR092W	4932.YLR131C
4932.YCL033C	4932.YOL088C
4932.YJR066W	4932.YML121W
4932.YJR075W	4932.YJR143C
4932.YAL043C	4932.YDR195W
4932.YER102W	4932.YKL180W
4932.YKL143W	4932.YNL178W
4932.YBR182C	4932.YGR133W
4932.YML026C	4932.YPL131W
4932.YGR074W	4932.YOR039W
4932.YOR117W	4932.YPL184C
4932.YMR127C	4932.YPR031W
4932.YBR118W	4932.YLR382C
4932.YHR048W	4932.YMR104C
4932.YBR136W	4932.YDR477W
4932.YIL001W	4932.YPR022C
4932.YBL016W	4932.YMR042W
4932.YGR108W	4932.YGR252W
4932.YDL048C	4932.YLR442C
4932.YML059C	4932.YPR120C
4932.YNL250W	4932.YNL290W
4932.YKR008W	4932.YOR304W
4932.YCL024W	4932.YOR003W
4932.YER028C	4932.YMR043W
4932.YAL035W	4932.YGR148C
4932.YKL220C	4932.YMR136W
4932.YBR181C	4932.YOR234C
4932.YDL006W	4932.YJL141C
4932.YER165W	4932.YMR290C
4932.YBL002W	4932.YMR127C
4932.YDR012W	4932.YER038C
4932.YGR040W	4932.YOR353C
4932.YJL138C	4932.YMR276W
4932.YBL064C	4932.YKR066C
4932.YJL006C	4932.YOR116C
4932.YGR232W	4932.YPR120C
4932.YJR045C	4932.YOR341W
4932.YDR059C	4932.YNL330C
4932.YER031C	4932.YLR093C
4932.YGL030W	4932.YLR264W
4932.YGL014W	4932.YIL043C
4932.YAR010C	4932.YOL103W-A
4932.YKL156W	4932.YML078W
4932.YEL037C	4932.YLR448W
4932.YGL068W	4932.YKL170W
4932.YDR264C	4932.YGR108W
4932.YKL017C	4932.YNL175C
4932.YJL166W	4932.YOR065W
4932.YBR073W	4932.YER045C
4932.YLR115W	4932.YOR341W
4932.YDL002C	4932.YDL056W
4932.YNL162W	4932.YNR036C
4932.YNL112W	4932.YOL005C
4932.YFL024C	4932.YPL129W
4932.YIL118W	4932.YLR166C
4932.YML049C	4932.YOR341W
4932.YFR014C	4932.YHR129C
4932.YEL037C	4932.YGR296W
4932.YDR026C	4932.YDR059C
4932.YBR081C	4932.YFL029C
4932.YDR023W	4932.YOL117W
4932.YJR066W	4932.YKR034W
4932.Q0110	4932.Q0250
4932.YCL024W	4932.YJL187C
4932.YBL084C	4932.YGL216W
4932.YDL208W	4932.YKL170W
4932.YLR340W	4932.YLR406C
4932.YJL058C	4932.YOL078W
4932.YGR155W	4932.YHR082C
4932.YBR049C	4932.YGL078C
4932.YAL005C	4932.YMR290C
4932.YBR164C	4932.YIL112W
4932.YDR378C	4932.YOR369C
4932.YBR164C	4932.YNL065W
4932.YDL147W	4932.YLR421C
4932.YDR099W	4932.YIL120W
4932.YGR054W	4932.YPL090C
4932.YNL027W	4932.YPR054W
4932.YNR032W	4932.YOR109W
4932.YHR076W	4932.YPL239W
4932.YDL047W	4932.YDR436W
4932.YLR185W	4932.YML063W
4932.YLR425W	4932.YNL020C
4932.YER177W	4932.YKL168C
4932.YJR094W-A	4932.YNL185C
4932.YLR093C	4932.YOL018C
4932.YLR005W	4932.YPL008W
4932.YBR028C	4932.YPL209C
4932.YLR120C	4932.YPL038W
4932.YCR031C	4932.YPR166C
4932.YDL213C	4932.YGL049C
4932.YBR081C	4932.YPL026C
4932.YLR180W	4932.YPL230W
4932.YGL206C	4932.YJR066W
4932.YEL054C	4932.YHL015W
4932.YEL037C	4932.YMR286W
4932.YGL009C	4932.YNL209W
4932.YDL136W	4932.YDL202W
4932.YIL001W	4932.YOR157C
4932.YDR139C	4932.YOR373W
4932.YBR066C	4932.YDL134C
4932.YJL136C	4932.YLR075W
4932.YLR287C-A	4932.YNR037C
4932.YIL121W	4932.YJR066W
4932.YGL147C	4932.YMR143W
4932.YIL033C	4932.YOR014W
4932.YFR031C-A	4932.YNL163C
4932.YER179W	4932.YLR180W
4932.YGR220C	4932.YPL081W
4932.YML029W	4932.YMR173W
4932.YGL190C	4932.YKL081W
4932.YGL205W	4932.YKL182W
4932.YMR182C	4932.YPL116W
4932.YDR247W	4932.YER040W
4932.YDR130C	4932.YER032W
4932.YBR182C	4932.YCR084C
4932.YBR028C	4932.YNL253W
4932.YGL031C	4932.YGR085C
4932.YGL181W	4932.YMR139W
4932.YGL242C	4932.YJL112W
4932.YHR082C	4932.YMR072W
4932.YDL025C	4932.YGR123C
4932.YMR167W	4932.YOL095C
4932.YHR021C	4932.YKL170W
4932.YDR500C	4932.YPR166C
4932.YER056C-A	4932.YNL002C
4932.YJR065C	4932.YNL079C
4932.YKL092C	4932.YMR116C
4932.YCR053W	4932.YOR209C
4932.YKL078W	4932.YOR061W
4932.YHL001W	4932.YOR167C
4932.YLR369W	4932.YPR165W
4932.YDL083C	4932.YJL063C
4932.YJR104C	4932.YKR021W
4932.YDL191W	4932.YMR230W
4932.YBR276C	4932.YGL141W
4932.YEL009C	4932.YPL141C
4932.YCR031C	4932.YDR116C
4932.YBR106W	4932.YGR132C
4932.YDR482C	4932.YMR288W
4932.YDR382W	4932.YNL284C
4932.YDR437W	4932.YGR216C
4932.YFR050C	4932.YMR276W
4932.YFL021W	4932.YHL027W
4932.YER144C	4932.YLR167W
4932.YAL020C	4932.YHR079C
4932.YGL141W	4932.YKL126W
4932.YDR253C	4932.YLR182W
4932.YLR290C	4932.YOL068C
4932.YDL047W	4932.YPR165W
4932.YAR019C	4932.YDR096W
4932.YER098W	4932.YMR276W
4932.YGR092W	4932.YPR013C
4932.YCR065W	4932.YPR119W
4932.YER111C	4932.YML088W
4932.YAL032C	4932.YDL209C
4932.YDR237W	4932.YLR185W
4932.Q0250	4932.YGR183C
4932.YIL147C	4932.YNL071W
4932.YFL039C	4932.YPL026C
4932.YHR129C	4932.YKL171W
4932.YML026C	4932.YMR188C
4932.YGR085C	4932.YML009C
4932.YBL021C	4932.YBR073W
4932.YBR039W	4932.YPR020W
4932.YIL126W	4932.YOR341W
4932.YDL070W	4932.YGR258C
4932.YGR252W	4932.YPR022C
4932.YKL203C	4932.YLL045C
4932.YEL011W	4932.YPL175W
4932.YHR038W	4932.YKL180W
4932.YAL016W	4932.YGL190C
4932.YFR031C-A	4932.YGR220C
4932.YER126C	4932.YJR113C
4932.YDR378C	4932.YDR416W
4932.YGL031C	4932.YLL039C
4932.YFL021W	4932.YPL038W
4932.YDR471W	4932.YJR094W-A
4932.YDL084W	4932.YER103W
4932.YLL045C	4932.YNL302C
4932.YER074W	4932.YPL131W
4932.YBR212W	4932.YJL138C
4932.YGR109C	4932.YIL144W
4932.YDR096W	4932.YJL095W
4932.YDR394W	4932.YER111C
4932.YEL054C	4932.YGR034W
4932.YML120C	4932.YOL056W
4932.YER056C-A	4932.YMR230W
4932.YDL042C	4932.YMR239C
4932.YGR085C	4932.YJL136C
4932.YJR113C	4932.YOR261C
4932.YGL106W	4932.YKL126W
4932.YHR218W	4932.YLR430W
4932.YDR030C	4932.YDR416W
4932.YDL070W	4932.YDR145W
4932.YCR083W	4932.YOR180C
4932.YBR088C	4932.YEL077C
4932.YDL236W	4932.YNL189W
4932.YOL039W	4932.YOR063W
4932.YDL134C	4932.YOR014W
4932.YDR167W	4932.YGR005C
4932.YGR040W	4932.YLR138W
4932.YDR054C	4932.YHR171W
4932.YLR281C	4932.YPR110C
4932.YDL084W	4932.YGL135W
4932.YLR409C	4932.YMR259C
4932.YBR031W	4932.YGR034W
4932.YBR044C	4932.YMR033W
4932.YGL254W	4932.YJL112W
4932.YBR119W	4932.YGR296W
4932.YIL148W	4932.YKL180W
4932.YGR118W	4932.YOR096W
4932.YEL030W	4932.YKR099W
4932.YNL307C	4932.YOR094W
4932.YML024W	4932.YNL069C
4932.YBR186W	4932.YMR067C
4932.YCR034W	4932.YMR229C
4932.YER025W	4932.YER190W
4932.YKL171W	4932.YNL064C
4932.YBR059C	4932.YLL024C
4932.YDL084W	4932.YER165W
4932.YML081W	4932.YPR119W
4932.YLR029C	4932.YLR333C
4932.YLR399C	4932.YOR224C
4932.YBR103W	4932.YIL013C
4932.YCR012W	4932.YPL281C
4932.YDR088C	4932.YMR128W
4932.YLL039C	4932.YNL306W
4932.YML001W	4932.YNL304W
4932.YDR264C	4932.YHR008C
4932.YOR039W	4932.YOR386W
4932.YLR305C	4932.YOR109W
4932.YFL029C	4932.YPR162C
4932.YDR227W	4932.YML065W
4932.YER122C	4932.YGR167W
4932.YAL032C	4932.YPL086C
4932.YDR471W	4932.YEL037C
4932.YIR001C	4932.YPR187W
4932.YBR009C	4932.YDR243C
4932.YGR233C	4932.YLR113W
4932.YDL185W	4932.YDR263C
4932.YMR042W	4932.YMR136W
4932.YDR064W	4932.YDR194C
4932.YBR114W	4932.YNL097C
4932.YIL133C	4932.YML073C
4932.YDL188C	4932.YPL230W
4932.YDR337W	4932.YJL189W
4932.YBR189W	4932.YLR061W
4932.YDL114W	4932.YHR205W
4932.YKR027W	4932.YLR330W
4932.YJR126C	4932.YNL204C
4932.YML074C	4932.YMR290C
4932.YJL110C	4932.YPL038W
4932.YAL021C	4932.YLR047C
4932.YLL039C	4932.YOL145C
4932.YLR287C-A	4932.YOR167C
4932.YBL084C	4932.YPR025C
4932.YGR252W	4932.YLR412C-A
4932.YKL010C	4932.YPR054W
4932.YGR123C	4932.YLR096W
4932.YGR034W	4932.YLR441C
4932.YBR044C	4932.YJR045C
4932.YGR209C	4932.YLR229C
4932.YEL030W	4932.YEL037C
4932.YMR112C	4932.YOL135C
4932.YDR436W	4932.YMR037C
4932.YDL130W	4932.YHR021C
4932.YDR139C	4932.YEL054C
4932.YCR084C	4932.YDR404C
4932.YCR038C	4932.YKL203C
4932.YBR125C	4932.YDL029W
4932.YIL044C	4932.YLR229C
4932.YCR079W	4932.YLL039C
4932.YJR066W	4932.YOR061W
4932.YAL062W	4932.YKL106W
4932.YKR090W	4932.YOL128C
4932.YLR029C	4932.YLR344W
4932.YGR128C	4932.YLR129W
4932.YBR181C	4932.YJL225C
4932.YGR066C	4932.YIL017C
4932.YER136W	4932.YGR152C
4932.YDR471W	4932.YPR166C
4932.YIR004W	4932.YPL106C
4932.YMR260C	4932.YNL302C
4932.YJR066W	4932.YMR033W
4932.YAR073W	4932.YJR059W
4932.YDR043C	4932.YNL021W
4932.YML124C	4932.YNL148C
4932.YDR096W	4932.YGR052W
4932.YBR009C	4932.YLR182W
4932.YHR058C	4932.YPR070W
4932.YGL058W	4932.YGR003W
4932.YPL013C	4932.YPR132W
4932.YOL111C	4932.YOR293W
4932.YNL154C	4932.YNL307C
4932.YLR216C	4932.YML117W
4932.YCL068C	4932.YKR055W
4932.YJL114W	4932.YLR410W-A
4932.YKL003C	4932.YKL180W
4932.YDL137W	4932.YIL002C
4932.YGR103W	4932.YKR081C
4932.YBR212W	4932.YOR159C
4932.YGL163C	4932.YKL028W
4932.YBR125C	4932.YLR248W
4932.YKL156W	4932.YLR077W
4932.YEL061C	4932.YMR168C
4932.YDR337W	4932.YER074W
4932.YDR212W	4932.YJR097W
4932.YBL063W	4932.YIL118W
4932.YBR289W	4932.YJL056C
4932.YDR382W	4932.YGR162W
4932.YDR130C	4932.YER177W
4932.YER173W	4932.YHR079C-A
4932.YGL251C	4932.YPL184C
4932.YIL118W	4932.YPR054W
4932.YER028C	4932.YLR362W
4932.YDL188C	4932.YKR001C
4932.YBL092W	4932.YBR181C
4932.YGL123W	4932.YKR057W
4932.YDL070W	4932.YJL140W
4932.YBR114W	4932.YLL039C
4932.YGL097W	4932.YJL005W
4932.YKL006C-A	4932.YOR106W
4932.YBR119W	4932.YMR186W
4932.YKL126W	4932.YKR031C
4932.YIL013C	4932.YOR233W
4932.YDR170W-A	4932.YGR161W-A
4932.YBR087W	4932.YER171W
4932.YJL090C	4932.YLR240W
4932.YBR146W	4932.YER056C-A
4932.YLL039C	4932.YML049C
4932.YDL006W	4932.YDR436W
4932.YKL095W	4932.YML117W
4932.YER103W	4932.YOR232W
4932.YFL029C	4932.YGL048C
4932.YBL078C	4932.YLR025W
4932.YKL006W	4932.YNL137C
4932.YCR065W	4932.YGR133W
4932.YDL130W	4932.YLR344W
4932.YBR081C	4932.YMR042W
4932.YDR075W	4932.YJL081C
4932.YDR358W	4932.YPL259C
4932.YJL033W	4932.YPR041W
4932.YEL037C	4932.YLR406C
4932.YPL169C	4932.YPL178W
4932.YGL129C	4932.YLR179C
4932.YFL034C-A	4932.YPL090C
4932.YEL050C	4932.YNL301C
4932.YDR510W	4932.YLR005W
4932.YBR233W-A	4932.YCL029C
4932.YDL165W	4932.YDR420W
4932.YHR111W	4932.YJR045C
4932.YMR277W	4932.YOR116C
4932.YDR237W	4932.YJL136C
4932.YDR176W	4932.YIL126W
4932.YBR028C	4932.YHR030C
4932.YLR375W	4932.YPL021W
4932.YDR177W	4932.YNL068C
4932.YGR152C	4932.YOL065C
4932.YLR333C	4932.YMR230W
4932.YBL003C	4932.YDL126C
4932.YIL076W	4932.YLR259C
4932.YDL081C	4932.YDR237W
4932.YDR460W	4932.YMR227C
4932.YBR283C	4932.YLR344W
4932.YDL130W	4932.YML024W
4932.YER020W	4932.YMR008C
4932.YDR316W-A	4932.YJL114W
4932.YCR065W	4932.YDR062W
4932.YDR116C	4932.YNL177C
4932.YOR014W	4932.YPR007C
4932.YBR028C	4932.YHR218W-A
4932.YDR381W	4932.YFL066C
4932.YBL003C	4932.YDR044W
4932.YMR213W	4932.YPL106C
4932.YHR071W	4932.YIL033C
4932.YDL202W	4932.YKL170W
4932.YDL132W	4932.YGR052W
4932.YBR103W	4932.YCR051W
4932.YBR110W	4932.YDL079C
4932.YER006W	4932.YKL117W
4932.YJR045C	4932.YLL008W
4932.YDL174C	4932.YNR017W
4932.YCR027C	4932.YDL029W
4932.YGL071W	4932.YJL176C
4932.YLR170C	4932.YNR072W
4932.YLR293C	4932.YPL125W
4932.YDR447C	4932.YJR123W
4932.YAL021C	4932.YJR032W
4932.YFL038C	4932.YKR068C
4932.YJR145C	4932.YPR041W
4932.YML012W	4932.YPR181C
4932.YGR158C	4932.YLR186W
4932.YDL064W	4932.YNL312W
4932.YER040W	4932.YGL242C
4932.YLR439W	4932.YOR150W
4932.YLR441C	4932.YOL040C
4932.YDL065C	4932.YMR108W
4932.YER123W	4932.YGL035C
4932.YBR140C	4932.YBR164C
4932.YBR081C	4932.YJR059W
4932.YJL056C	4932.YLR318W
4932.YBR231C	4932.YOR304W
4932.YKL067W	4932.YOR211C
4932.YAL021C	4932.YLR131C
4932.YDL155W	4932.YGR028W
4932.YKL073W	4932.YOR353C
4932.YOR116C	4932.YPR022C
4932.YDL108W	4932.YKR029C
4932.YMR207C	4932.YOR310C
4932.YCR057C	4932.YDL213C
4932.YDR139C	4932.YER131W
4932.YBR175W	4932.YPL049C
4932.YDR036C	4932.YNL027W
4932.YAL017W	4932.YNL098C
4932.YDR436W	4932.YGR203W
4932.YER125W	4932.YGR109C
4932.YLR268W	4932.YMR214W
4932.YKL203C	4932.YKR057W
4932.YDL084W	4932.YJR007W
4932.YDL056W	4932.YOR144C
4932.YBL072C	4932.YDR337W
4932.YEL018W	4932.YFL039C
4932.YDL209C	4932.YPL026C
4932.YKL166C	4932.YPR188C
4932.YDR238C	4932.YGL200C
4932.YLR305C	4932.YPR034W
4932.YDL213C	4932.YKL074C
4932.YBR028C	4932.YGL058W
4932.YKR059W	4932.YOR063W
4932.YDR025W	4932.YMR142C
4932.YJL177W	4932.YML009C
4932.YHL002W	4932.YIL156W
4932.YLR113W	4932.YOL152W
4932.YDL082W	4932.YGR118W
4932.YDL061C	4932.YJL191W
4932.YBR082C	4932.YNL250W
4932.YEL050C	4932.YLR325C
4932.YLR167W	4932.YLR268W
4932.YDR385W	4932.YOR063W
4932.YGR043C	4932.YMR105C
4932.YGR270W	4932.YOR304W
4932.YER013W	4932.YKL193C
4932.YJL102W	4932.YNL252C
4932.YGR109C	4932.YHR082C
4932.YBL061C	4932.YDL064W
4932.YDL047W	4932.YDR519W
4932.YCR027C	4932.YGL227W
4932.YDL101C	4932.YGR232W
4932.YNL045W	4932.YPR156C
4932.YLR264W	4932.YPR166C
4932.YAR007C	4932.YPR175W
4932.YLR424W	4932.YOR369C
4932.YCR060W	4932.YKL022C
4932.YLR277C	4932.YNL250W
4932.YML009C	4932.YPR132W
4932.YBR066C	4932.YGR252W
4932.YIR009W	4932.YPR094W
4932.YBR212W	4932.YJL225C
4932.YDR059C	4932.YKL010C
4932.YNL177C	4932.YPR132W
4932.YNL054W	4932.YNL325C
4932.YJR059W	4932.YKL049C
4932.YGL219C	4932.YNL026W
4932.YKL198C	4932.YLR273C
4932.YML081W	4932.YML126C
4932.YER110C	4932.YMR031C
4932.YNL306W	4932.YOR063W
4932.YLR048W	4932.YML133C
4932.YDL159W	4932.YGL210W
4932.YLR248W	4932.YNL217W
4932.YDL145C	4932.YDR524C
4932.YLR369W	4932.YOL032W
4932.YKR026C	4932.YOR260W
4932.YBR251W	4932.YOR133W
4932.YDR002W	4932.YHR086W
4932.YLR061W	4932.YNL177C
4932.YLR381W	4932.YPL018W
4932.YMR267W	4932.YPL216W
4932.YDR507C	4932.YPL031C
4932.YBL021C	4932.YER130C
4932.YBR081C	4932.YJL176C
4932.YAR007C	4932.YDL214C
4932.YOR117W	4932.YPL031C
4932.YDR212W	4932.YJL034W
4932.YER107C	4932.YNL175C
4932.YIL074C	4932.YOR388C
4932.YHR042W	4932.YIL036W
4932.YJL056C	4932.YPL026C
4932.YHR079C	4932.YIL013C
4932.YGL031C	4932.YHR141C
4932.YCR042C	4932.YDR145W
4932.YJR068W	4932.YMR068W
4932.YDR075W	4932.YGL003C
4932.YBL023C	4932.YLR182W
4932.YAL041W	4932.YBR200W
4932.YNL053W	4932.YPL150W
4932.YBL045C	4932.YJR045C
4932.YGR155W	4932.YLR425W
4932.YKR094C	4932.YML095C
4932.YGR233C	4932.YLR442C
4932.YLL024C	4932.YPR187W
4932.YFL029C	4932.YIL001W
4932.YDR354W	4932.YER065C
4932.YJR066W	4932.YLR113W
4932.YER164W	4932.YOR064C
4932.YDR265W	4932.YJL210W
4932.YKL073W	4932.YLR086W
4932.YHR037W	4932.YMR189W
4932.YKL006W	4932.YKL156W
4932.YGL189C	4932.YNL302C
4932.YER095W	4932.YJR068W
4932.YBL105C	4932.YKL209C
4932.YGR277C	4932.YPR125W
4932.YER045C	4932.YGR186W
4932.YDR381W	4932.YPR107C
4932.YCR077C	4932.YMR268C
4932.YDR225W	4932.YGL058W
4932.YDR172W	4932.YPR102C
4932.YDR429C	4932.YJL138C
4932.YDR385W	4932.YGR074W
4932.YER125W	4932.YKL145W
4932.YFL008W	4932.YNL250W
4932.YGL049C	4932.YML026C
4932.YLR367W	4932.YPR088C
4932.YDR146C	4932.YDR247W
4932.YIL095W	4932.YKR001C
4932.YBL075C	4932.YDR473C
4932.YFR031C-A	4932.YOR271C
4932.YGL242C	4932.YOL111C
4932.YHR129C	4932.YKL079W
4932.YBR066C	4932.YPL154C
4932.YDL056W	4932.YML064C
4932.YBR049C	4932.YEL009C
4932.YER007W	4932.YOR349W
4932.YMR230W	4932.YOL111C
4932.YKL099C	4932.YLR222C
4932.YIL107C	4932.YKL126W
4932.YBR195C	4932.YPL216W
4932.YDR382W	4932.YIL018W
4932.YGL073W	4932.YLL024C
4932.YEL018W	4932.YMR127C
4932.YFL066C	4932.YJR014W
4932.YGR040W	4932.YOR014W
4932.YAL016W	4932.YHR030C
4932.YDL084W	4932.YGL049C
4932.YBL016W	4932.YGL210W
4932.YGR034W	4932.YJL063C
4932.YDR507C	4932.YPL140C
4932.YDL029W	4932.YDL048C
4932.YDL132W	4932.YJR036C
4932.YCR008W	4932.YMR190C
4932.YGL210W	4932.YNR060W
4932.YKL010C	4932.YNL207W
4932.YML078W	4932.YOR116C
4932.YPL141C	4932.YPL213W
4932.YJL005W	4932.YJL102W
4932.YDR524C	4932.YLR371W
4932.YKL012W	4932.YMR240C
4932.YHL027W	4932.YNL304W
4932.YDR335W	4932.YFL016C
4932.YDR418W	4932.YMR194W
4932.YGL106W	4932.YJL081C
4932.YGR003W	4932.YGR133W
4932.YLR441C	4932.YPL081W
4932.YDR328C	4932.YJL112W
4932.YER102W	4932.YJR113C
4932.YHR218W-A	4932.YJR142W
4932.YLR048W	4932.YOR063W
4932.YGL143C	4932.YJL063C
4932.YJR127C	4932.YLR013W
4932.YGL209W	4932.YOR039W
4932.YDR146C	4932.YDR451C
4932.YDR045C	4932.YGR186W
4932.YJR036C	4932.YNL209W
4932.YGR281W	4932.YOR270C
4932.YEL012W	4932.YLR024C
4932.YER102W	4932.YFR023W
4932.YGR027C	4932.YKL009W
4932.YOR116C	4932.YPR190C
4932.YAL067C	4932.YBR182C
4932.YDR237W	4932.YLR048W
4932.YMR291W	4932.YPR052C
4932.YNL110C	4932.YPL043W
4932.YDR382W	4932.YOL121C
4932.YDL132W	4932.YER028C
4932.YBR136W	4932.YGR133W
4932.YGL158W	4932.YMR042W
4932.YKL029C	4932.YPR186C
4932.YDR096W	4932.YKL198C
4932.YHL001W	4932.YKR094C
4932.YBL016W	4932.YDL209C
4932.YLR333C	4932.YPR042C
4932.YDL150W	4932.YDR045C
4932.YMR127C	4932.YPR034W
